"activity"	"subject"	"variable"	"mean"
"standing"	"5"	"fBodyBodyAccJerkMagmeanFreq"	0.251268415000934
"standing"	"5"	"fBodyBodyGyroMagmean"	-0.94790849906086
"standing"	"5"	"fBodyBodyGyroMagstd"	-0.93063670339979
"standing"	"5"	"fBodyBodyGyroMagmeanFreq"	-0.183705132389758
"standing"	"5"	"fBodyBodyGyroJerkMagmean"	-0.974885979685205
"standing"	"5"	"fBodyBodyGyroJerkMagstd"	-0.973461064197272
"standing"	"5"	"fBodyBodyGyroJerkMagmeanFreq"	0.0848650395195068
"laying"	"6"	"tBodyAccmeanX"	0.268648643296245
"laying"	"6"	"tBodyAccmeanY"	-0.0183177280685082
"laying"	"6"	"tBodyAccmeanZ"	-0.107435631519084
"laying"	"6"	"tBodyAccstdX"	-0.960932405036523
"laying"	"6"	"tBodyAccstdY"	-0.943507185574074
"laying"	"6"	"tBodyAccstdZ"	-0.948069300024897
"laying"	"6"	"tGravityAccmeanX"	-0.375021333827161
"laying"	"6"	"tGravityAccmeanY"	0.622270362899691
"laying"	"6"	"tGravityAccmeanZ"	0.55561247407572
"laying"	"6"	"tGravityAccstdX"	-0.943319727953189
"laying"	"6"	"tGravityAccstdY"	-0.963191706084414
"laying"	"6"	"tGravityAccstdZ"	-0.951868724368827
"laying"	"6"	"tBodyAccJerkmeanX"	0.0818473898341049
"laying"	"6"	"tBodyAccJerkmeanY"	0.0111723565401199
"laying"	"6"	"tBodyAccJerkmeanZ"	-0.00485976942268338
"laying"	"6"	"tBodyAccJerkstdX"	-0.980381808513375
"laying"	"6"	"tBodyAccJerkstdY"	-0.971147567757202
"laying"	"6"	"tBodyAccJerkstdZ"	-0.979476595910494
"laying"	"6"	"tBodyGyromeanX"	-0.0167253403420918
"laying"	"6"	"tBodyGyromeanY"	-0.0934107103603086
"laying"	"6"	"tBodyGyromeanZ"	0.125885141252623
"laying"	"6"	"tBodyGyrostdX"	-0.967892432932613
"laying"	"6"	"tBodyGyrostdY"	-0.963192469243827
"laying"	"6"	"tBodyGyrostdZ"	-0.963509228024691
"laying"	"6"	"tBodyGyroJerkmeanX"	-0.101864299363374
"laying"	"6"	"tBodyGyroJerkmeanY"	-0.038198085408019
"laying"	"6"	"tBodyGyroJerkmeanZ"	-0.0638498197415123
"laying"	"6"	"tBodyGyroJerkstdX"	-0.976124813760288
"laying"	"6"	"tBodyGyroJerkstdY"	-0.980473581049383
"laying"	"6"	"tBodyGyroJerkstdZ"	-0.984782526095679
"laying"	"6"	"tBodyAccMagmean"	-0.941110656500514
"laying"	"6"	"tBodyAccMagstd"	-0.932160020511831
"laying"	"6"	"tGravityAccMagmean"	-0.941110656500514
"laying"	"6"	"tGravityAccMagstd"	-0.932160020511831
"laying"	"6"	"tBodyAccJerkMagmean"	-0.97920875497428
"laying"	"6"	"tBodyAccJerkMagstd"	-0.974240573559671
"laying"	"6"	"tBodyGyroMagmean"	-0.938435972026749
"laying"	"6"	"tBodyGyroMagstd"	-0.940596109587449
"laying"	"6"	"tBodyGyroJerkMagmean"	-0.982726626075103
"laying"	"6"	"tBodyGyroJerkMagstd"	-0.976754966054527
"laying"	"6"	"fBodyAccmeanX"	-0.966812071347737
"laying"	"6"	"fBodyAccmeanY"	-0.952678416904835
"laying"	"6"	"fBodyAccmeanZ"	-0.960018019984568
"laying"	"6"	"fBodyAccstdX"	-0.959031456047479
"laying"	"6"	"fBodyAccstdY"	-0.942460971074588
"laying"	"6"	"fBodyAccstdZ"	-0.945643635450566
"laying"	"6"	"fBodyAccmeanFreqX"	-0.259376067222388
"laying"	"6"	"fBodyAccmeanFreqY"	0.143045583957866
"laying"	"6"	"fBodyAccmeanFreqZ"	0.20318696277
"laying"	"6"	"fBodyAccJerkmeanX"	-0.980197655180041
"laying"	"6"	"fBodyAccJerkmeanY"	-0.971383628894033
"laying"	"6"	"fBodyAccJerkmeanZ"	-0.976614530180041
"laying"	"6"	"fBodyAccJerkstdX"	-0.982459599243827
"laying"	"6"	"fBodyAccJerkstdY"	-0.973051242896091
"laying"	"6"	"fBodyAccJerkstdZ"	-0.980971915740741
"laying"	"6"	"fBodyAccJerkmeanFreqX"	0.105178707989746
"laying"	"6"	"fBodyAccJerkmeanFreqY"	0.00485365387352315
"laying"	"6"	"fBodyAccJerkmeanFreqZ"	0.0699619900375761
"laying"	"6"	"fBodyGyromeanX"	-0.962915035776389
"laying"	"6"	"fBodyGyromeanY"	-0.967582058544239
"laying"	"6"	"fBodyGyromeanZ"	-0.964184423173868
"laying"	"6"	"fBodyGyrostdX"	-0.96974730340535
"laying"	"6"	"fBodyGyrostdY"	-0.961365374902263
"laying"	"6"	"fBodyGyrostdZ"	-0.966725247165638
"laying"	"6"	"fBodyGyromeanFreqX"	-0.0174605087394012
"laying"	"6"	"fBodyGyromeanFreqY"	-0.139337310710561
"laying"	"6"	"fBodyGyromeanFreqZ"	0.11328010251823
"laying"	"6"	"fBodyAccMagmean"	-0.94767271172428
"laying"	"6"	"fBodyAccMagstd"	-0.934916672889661
"laying"	"6"	"fBodyAccMagmeanFreq"	0.116228984859398
"laying"	"6"	"fBodyBodyAccJerkMagmean"	-0.974300115365226
"laying"	"6"	"fBodyBodyAccJerkMagstd"	-0.97318339962963
"laying"	"6"	"fBodyBodyAccJerkMagmeanFreq"	0.281115014821636
"laying"	"6"	"fBodyBodyGyroMagmean"	-0.95485445779321
"laying"	"6"	"fBodyBodyGyroMagstd"	-0.942115714415638
"laying"	"6"	"fBodyBodyGyroMagmeanFreq"	-0.0293652946094444
"laying"	"6"	"fBodyBodyGyroJerkMagmean"	-0.977968240452675
"laying"	"6"	"fBodyBodyGyroJerkMagstd"	-0.976648216795267
"laying"	"6"	"fBodyBodyGyroJerkMagmeanFreq"	0.165728127309943
